ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976498,05/17/2024 15:44:02,Ocean thermal conditions in the post-smolt nursery of North American Atlantic salmon,"Friedland, Kevin D., Reddin, David G., Castonguay, Martin ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976497,05/20/2024 14:50:34,"Ocean acidification alters thermal cardiac performance, hemocyte abundance, and hemolymph chemistry in subadult American lobsters Homarus americanus H. Milne Edwards, 1837 (Decapoda: Malcostraca: Nephropidae)","Harrington, Amalia M., Hamlin, Heather J. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976496,05/29/2024 11:46:42,Occurrence of Spiny Dogfish in the Pacific Waters off the Northern Kuril Islands and Southeastern Kamchatka,"Orlov, A. M., Tokranov, A. M. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976495,05/17/2024 22:01:11,Observations on the reactions of young American shad to heated effluent,"Marcy, B. C., Jacobson, P. M., Nankee, R. L. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976494,05/29/2024 17:44:19,"Observations on the marine leech Calliobdella carolinensis (Hirudinea: piscicolidae), epizootic on the Atlantic menhaden","Sawyer, R. T., Hammond, D. L. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976493,05/17/2024 21:56:49,Observations on the growth of juvenile Atlantic halibut (Hippoglossus hippoglossus L.) in captivity,"Haug, Tore, Huse, Ingvar, Kjørsvik, Elin  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976492,05/29/2024 12:26:01,Observations on salinity tolerance of striped bass x white bass hybrids in aquaria,"Wattendorf, R. J., Shafland, P. L. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976491,05/30/2024 12:13:03,The Nutritional Ecology of the New Zealand Butterfish Odax pullus,"Johnson, J. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976490,05/29/2024 12:06:28,Northern cod species face spawning habitat losses if global warming exceeds 1.5°C,"Dahlke, F. T., Butzin, M., Nahrgang, J.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976489,05/30/2024 12:08:33,Nonspecific Toxicities in the Mouse Assay Test for Botulinum Toxin,"Segner, W. P., Schmidt, C. F. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976488,05/30/2024 11:59:34,Nondisulfide covalent cross-linking of myosin heavy chain in setting of Alaska pollock and Atlantic croaker surimi,"Kamath, G. G., Lanier, Tyre C., Foegeding, E. A.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976487,05/21/2024 13:19:44,Non-genetic adaptation to temperature and salinity,"Kinne, Otto ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976486,05/21/2024 11:20:40,New encounters in Arctic waters: a comparison of metabolism and performance of polar cod (Boreogadus saida) and Atlantic cod (Gadus morhua) under ocean acidification and warming,"Kunz, Kristina Lore, Frickenhaus, Stephan, Hardenberg, Silvia  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976485,05/29/2024 12:14:54,"New data on the distribution and size composition of the North Pacific spiny dogfish Squalus suckleyi (Girard, 1854)","Orlov, Alexei M., Savinykh, Vadim F., Kulish, Eugeny F.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976484,05/30/2024 12:09:04,New approach to produce 'In the Murmansk style' high quality canned fish from cod and haddock liver,"Shapovalova, L. A., Grekov, I. E. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976483,05/17/2024 21:59:03,NET?PEN CULTURE OF STRIPED BASS X WHITE BASS HYBRIDS IN ESTUARINE WATERS OF SOUTH CAROLINA: A PILOT STUDY1,"Williams, Josephine E., Sandifer, Paul A., Lindbergh, Jon M. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976482,05/29/2024 15:23:21,Negligible differences in metabolism and thermal tolerance between diploid and triploid Atlantic salmon (Salmo salar),"Bowden, Alyssa J., Andrewartha, Sarah J., Elliott, Nick G.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976481,05/24/2024 11:30:13,Natural and Dammed Rivers: Which is Better for Salmon's Summer?,"Redana, M., Summers, F., Lancaster, L. T. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976480,05/29/2024 12:11:47,Na+/K+/2Cl- cotransporter and CFTR gill expression after seawater transfer in smolts (0+) of different Atlantic salmon (Salmo salar) families,"Mackie, P. M., Gharbi, K., Ballantyne, J. S.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976479,05/29/2024 12:23:47,"Na,K-ATPase Isoform Switching is Critical for the Development of Salinity Tolerance in Juvenile Atlantic Salmon","McCormick, S. D., Regish, A. M., Christensen, A. K.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976478,05/29/2024 12:55:44,Myxobacteriosis of juvenile salmonidae - an indicator of their weakening physiological status,"Virbickas, J., Jankauskiene, R., Abraciauskiene, V.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976477,05/30/2024 12:07:58,Mutagenesis of a Tropomyosin Isoform from Atlantic Salmon,"Ige, Tolulope O., Fudge, Korrina R., Heeley, David H. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976476,05/28/2024 17:30:55,Multivariate analysis of red drum stocking in Texas bays,"Ward, R., McEachron, L. W., Fuls, B. E.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976475,05/17/2024 18:37:57,Multi-decadal variation in size of juvenile Summer Flounder (Paralichthys dentatus) in Chesapeake Bay,"Nys, Lauren N., Fabrizio, Mary C., Tuckey, Troy D. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976474,05/29/2024 11:51:57,"Movements of Prespawn Adult Atlantic Salmon Near Hydroelectric Dams in the Lower Penobscot River, Maine","Holbrook, Christopher M., Zydlewski, Joseph, Gorsky, Dimitry  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976473,05/24/2024 12:58:59,"Movement, migration, and smolting of Atlantic salmon ( 
<i>Salmo salar</i>)","McCormick, S. D., Hansen, L. P., Quinn, T. P.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976472,05/29/2024 13:56:39,Mortality of salmonids cultured at low temperature in sea water,"Saunders, Richard L., Muise, Brian C., Henderson, Eugene B. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976471,05/17/2024 15:44:54,Mortality of Palmetto Bass Following Catch-and-Release Angling,"Petersen, Matthew J., Bettoli, Phillip W. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976470,05/29/2024 12:05:14,"Mortalities of Atlantic Herring, Clupea h. harengus , Smooth Flounder, Liopsetta putnami , and Rainbow Smelt, Osmerus mordax , Larvae Exposed to Acute Thermal Shock","Barker, S. L., Townsend, D. W., Hacunda, J. S. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976469,05/30/2024 12:04:22,Molecular Characterization of Heat Shock Factor 1 and Protein Expression Patterns of Heat Shock Protein 70 Under Thermal Stress in Walleye Pollock (Gadus chalcogrammus),"Lee, Chang-Joo, Choi, Bo-Hee, Park, Jang-Su ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976468,05/29/2024 13:59:48,"Modifying and parameterizing the individual-based model inSTREAM for Atlantic salmon and brown trout in the regulated Gullspång River, Sweden","Bjørnås, Kristine Lund, Railsback, Steven, Piccolo, John ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976467,05/20/2024 15:03:48,"Models of Past, Present, and Future Stream Temperatures for Selected Atlantic Salmon Rivers in Northeastern North America","Monk, W. A., Curry, R. A. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976466,05/23/2024 12:30:33,"Modelling feeding, growth, and habitat selection in larval Atlantic cod ( 
<i>Gadus morhua</i>):: observations and model predictions in a macrocosm environment","Kristiansen, T., Fiksen, O., Folkvord, A. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976465,05/29/2024 12:14:43,Modeling the migration of the American eel in the Gulf of St. Lawrence,"Beguer-Pon, Melanie, Ohashi, Kyoko, Sheng, Jinyu  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976464,05/21/2024 11:16:53,"Modeling the Effects of Potential Salinity Shifts on the Recovery of Striped Bass in the Savannah River Estuary, Georgia-South Carolina, United States","Reinert, Thomas R., Peterson, James T. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976463,05/24/2024 12:20:47,Modeling growth of Atlantic cod larvae on the southern flank of Georges Bank in the tidal-front circulation during May 1999,"Lough, R. G., Broughton, E. A., Buckley, L. J.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976462,05/29/2024 15:25:26,Modeling current and future freshwater inflow needs of a subtropical estuary to manage and maintain forested wetland ecological conditions,"Baustian, Melissa M., Clark, F. Ryan, Jerabek, Andrea S.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976461,05/17/2024 22:06:57,"Modeling Atlantic sea scallop ( 
<i>Placopecten magellanicus</i>) scope for growth on the Northeast U.S. Shelf","Zang, Zhengchen, Ji, Rubao, Hart, Deborah R.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976460,05/21/2024 11:03:56,"Modeling and Mapping to Assess Spatial Distributions and Population Numbers of Fish and Invertebrate Species in the Lower Peace River and Charlotte Harbor, Florida","Rubec, Peter J., Santi, Christi, Ghile, Yonas  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976459,05/29/2024 12:27:51,"Migration of Atlantic salmon, Salmo salar L., parr through a Norwegian fjord: potential infection path of Gyrodactylus salaris","Lund, R. A., Heggberget, T. G. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976458,05/29/2024 12:16:08,"Migration delays caused by anthropogenic barriers: modeling dams, temperature, and success of migrating salmon smolts","Marschall, Elizabeth A., Mather, Martha E., Parrish, Donna L.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976457,05/30/2024 11:40:47,Microhabitat use by juvenile Atlantic salmon (Salmo salar ) sheltering during the day in summer,"Gries, Gabe, Juanes, Francis ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976456,05/17/2024 17:32:28,"Micro- and macro-habitat selection of Atlantic salmon, Salmo salar , post-smolts in relation to marine environmental cues","Jensen, J. L. A., Strøm, J. F., Nikolopoulos, A.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976455,05/24/2024 13:00:59,"Methods for nonlethal gill biopsy and measurement of Na super(+), K super(+)-ATPase activity","McCormick, S. D. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976454,05/29/2024 17:15:47,A Method for Measuring Total Thiaminase Activity in Fish Tissues,"Zajicek, James L., Tillitt, Donald E., Honeyfield, Dale C.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976453,05/29/2024 17:15:01,"Metamorphosis in the Summer Flounder, Paralichthys dentatus: Thyroidal Status Influences Gill Mitochondria-Rich Cells","Schreiber, A. M., Specker, J. L. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976452,05/20/2024 14:43:31,"Metamorphosis in the summer flounder, 
<i>Paralichthys dentatus</i>:: Thyroidal status influences salinity tolerance","Schreiber, A. M., Specker, J. L. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976451,05/29/2024 17:44:39,Metamorphosis in the summer flounder Paralichthys dentatus: Changes in gill mitochondria-rich cells,"Schreiber, A. M., Specker, J. L. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976450,05/28/2024 17:09:02,"Metabolic Responses to Cold Acclimation in the Swimming Musculature of Lake Whitefish, Coregonus clupeaformis","Blier, Pierre U., Guderley, Helga ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976449,05/29/2024 13:59:12,Metabolic measurements and parameter estimations for bioenergetics modelling of Pacific Chub Mackerel Scomber japonicus,"Guo, Chenying, Ito, Shin-ichi, Wegner, Nicholas C.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976448,05/17/2024 21:52:22,"Metabolic Depression in Cunner ( 
<i>Tautogolabrus adspersus</i>) Is Influenced by Ontogeny, and Enhances Thermal Tolerance","Kelly, N. I., Alzaid, A., Nash, G. W.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976447,05/24/2024 12:57:48,Mechanistic links between climate and fisheries along the east coast of the United States: explaining population outbursts of Atlantic croaker (Micropogonias undulatus),"Hare, Jonathan A., Able, Kenneth W. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976446,05/30/2024 11:44:56,"Mechanisms for Shifts in the Distribution and Abundance of Juvenile Sockeye Salmon in the Eastern Bering Sea during Late Summer, 2002–2018","Yasumiishi, Ellen, Cunningham, Curry, Farley, Ed  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976445,05/28/2024 16:27:50,"Maximum population growth rates and recovery times for Atlantic cod, Gadus morhua","Myers, R. A., Mertz, G., Fowlow, P. S. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976444,05/21/2024 11:25:07,"Maternal, paternal and temperature effects on otolith size of young herring ( 
<i>Clupea harengus</i> L.) larvae","Hoie, H., Folkvord, A., Johannessen, A. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976443,05/29/2024 13:56:54,"Maternal effects on egg size and egg buoyancy of Baltic cod, 
<i>Gadus morhua</i> -: Implications for stock structure effects on recruitment","Vallin, L., Nissling, A. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976442,05/20/2024 14:47:21,"Mapping and geostatistical estimate of the biomass of the Northern Shrimp (Pandalus borealis) in the Gulf of St. Lawrence from 1990 to 1993, by size class and by fishing area and the relationship with the demersal temperature","Simard, Y., Benoit, J. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976441,05/24/2024 12:51:12,Management of wolffish broodstock,"Tveiten, H. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976440,05/17/2024 21:53:33,Maintenance of Atlantic salmon (Salmo salar) at elevated temperature inhibits cytochrome P450 aromatase activity in isolated ovarian follicles,"Watts, M., Pankhurst, N. W., King, H. R. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976439,05/29/2024 12:59:02,Main stem movement of Atlantic salmon parr in response to high river temperature,"Dugdale, Stephen J., Franssen, Jan, Corey, Emily  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976438,05/17/2024 20:29:03,Low?Temperature Tolerance of Juvenile Spotted Seatrout in South Carolina,"Anweiler, Katie V., Arnott, Stephen A., Denson, Michael R. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976437,05/17/2024 21:45:50,Low?Temperature Tolerance of American Plaice in Relation to Declines in Abundance,"Morgan, M. Joanne ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976436,05/17/2024 21:56:36,Low-temperature tolerance of age-0 Atlantic croakers : recruitment implications for U.S. mid-Atlantic estuaries,"Lankford, Thomas E., Targett, Timothy E. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976435,05/17/2024 20:36:10,"Low temperature tolerance of Atlantic halibut, Hippoglossus hippoglossus , at ambient ocean temperatures in Newfoundland","Goff, G. P., Methven, D. A., Brown, J. A. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976434,05/30/2024 11:40:10,Low temperature regulation of antifreeze glycopeptide levels in atlantic cod (Gadus morhua),"Fletcher, Garth L., King, Madonna J., Kao, Ming H. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976433,05/20/2024 14:09:02,Low temperature limits photoperiod control of smolting in Atlantic salmon through endocrine mechanisms,"McCormick, S. D., Moriyama, S., Björnsson, B. T. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976432,05/29/2024 12:22:54,Long-term prediction on Baltic fish stocks based on periodicity of solar activity,"Ojaveer, E., Kalejs, M. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976431,05/28/2024 17:33:46,"Long-term effects of maternal cortisol exposure and mild hyperthermia during embryogeny on survival, growth and morphological anomalies in farmed Atlantic salmon Salmo salar offspring","Espmark, Aa, Braastad, B. O., Salte, R.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976430,05/21/2024 10:58:26,Long-term dynamics of main mesozooplankton species in the central Baltic Sea,"Möllmann, Christian, Kornilovs, Georgs, Sidrevics, Ludvigs ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976429,05/17/2024 17:51:16,Long-term dynamics in Atlantic surfclam (Spisula solidissima) populations: The role of bottom water temperature,"Narvaez, Diego A., Munroe, Daphne M., Hofmann, Eileen E.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976428,05/30/2024 12:07:37,Long-range atmospheric transport of three toxaphene congeners across Europe. Modeling by chained single-box FATEMOD program,"Paasivirta, Jaakko, Sinkkonen, Seija, Nikiforov, Vladimir  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976427,05/29/2024 15:23:39,Liver proteome response of pre-harvest Atlantic salmon following exposure to elevated temperature,"Nuez-Ortín, Waldo G., Carter, Chris G., Nichols, Peter D.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976426,05/24/2024 12:46:47,Linking landscape variables to cold water refugia in rivers,"Monk, Wendy A., Wilbur, Nathan M., Allen Curry, R.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976425,05/29/2024 12:15:53,"Linking juvenile fish and their habitats: An example from Narragansett Bay, Rhode Island","Meng, Lesa, Christopher Powell, J. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976424,05/20/2024 14:05:13,Linking individual physiological indicators to the productivity of fish populations: A case study of Atlantic herring,"Moyano, M., Illing, B., Polte, P.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976423,05/17/2024 20:22:33,Limiting and Optimal Temperatures for the Northern Atlantic Population of Black Sea Bass,"Sullivan, Mario L., Tomasso, Joseph R. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976422,05/24/2024 12:25:41,"Life on the edge: O 
<sub>2</sub> binding in Atlantic cod red blood cells near their southern distribution limit is not sensitive to temperature or haemoglobin genotype","Barlow, S. L., Metcalfe, J., Righton, D. A.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976421,05/17/2024 21:50:37,Lethal and Preferred Temperatures of the Alewife (Alosa pseudoharengus) in Lake Michigan,"Otto, Robert G., Kitchel, Max A., Rice, John O?Hara ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976420,05/28/2024 17:15:08,Length and sex?specific associations between spiny dogfish (Squalus acanthias) and hydrographic variables in the Bay of Fundy and Scotian Shelf,"Shepherd, Travis, Page, Fred, Macdonald, Bruce ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976419,05/21/2024 11:34:49,Larval and Early Post-Larval Development of Arctica Islandica,"Lutz, Richard A., Mann, R., Goodsell, J. G.  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976418,05/17/2024 15:45:08,Large?Scale Flow Management Action Drives Estuarine Ecological Response,"Beakes, Michael P., Graham, Cory, Conrad, J. Louise  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976417,05/23/2024 13:56:30,"Landscape genomics of the American lobster ( 
<i>Homarus americanus</i>)","Dorant, Y., Laporte, M., Rougemont, Q.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976416,05/20/2024 14:52:09,"Lagenidium myophilum infection in the coonstripe shrimp, Pandalus hypsinotus","Nakamura, Kazuyo, Wada, Shinpei, Hatai, Kishio  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976415,05/21/2024 13:14:24,"The lack of genetic variation underlying thermal transcriptomic plasticity suggests limited adaptability of the Northern shrimp, Pandalus borealis","Leung, Christelle, Guscelli, Ella, Chabot, Denis  et al.",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976414,05/29/2024 11:46:32,"La catepsina D1 de la langosta americana, Homarus americanus: estudio de activación termodinámica, estabilidad y especificidad","Verdugo, Betsaida Bibo ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976413,05/21/2024 11:27:27,Knowledge of fish physiology used to set water temperature thresholds for in-season closures of Atlantic salmon (Salmo salar) recreational fisheries,"Breau, C. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976412,05/28/2024 17:13:55,Kinetics of lactate dehydrogenase reaction in some fish species of the family Gadidae,"Karpov, A. K., Andreeva, A. P. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976411,05/30/2024 11:37:44,Kinetics of heat denaturation of proteins from farmed Atlantic cod (Gadus morhua),"Skipnes, D., Van der Plancken, I., Van Loey, A.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976410,05/30/2024 11:38:57,ISOLEUCINE EPIMERIZATION KINETICS IN THE SHELL OF ARCTICA-ISLANDICA,"Haugen, J. E., Sejrup, H. P. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976409,05/30/2024 11:41:22,Iron uptake by hepatopancreas brush border membrane vesicles (BBMV) of the lobster (Homarus americanus),"Aslamkhan, Amy G., Ahearn, Gregory A. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976408,05/28/2024 17:17:59,Investigation of hepatic cytosolic proteins during parr-smolt transformation of Atlantic salmon (Salmo salar),"Bradley, Terence M., Fay, Charles T., Johanning, Karla M. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976407,05/29/2024 15:31:39,Investigating the Effect of Oceanographic Conditions and Swimming Behaviours on the Movement of Particles in the Gulf of St. Lawrence Using an Individual-Based Numerical Model,"Ohashi, Kyoko, Sheng, Jinyu ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976406,05/29/2024 15:28:04,The intertidal copepod Tigriopus japonicus small heat shock protein 20 gene (Hsp20) enhances thermotolerance of transformed Escherichia coli,"Seo, Jung Soo, Lee, Young-Mi, Park, Heum Gi  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976405,05/29/2024 15:44:12,"The interrelationship of cortisol, Gill (Na + K) ATPase, and homeostasis during the Parr-Smolt transformation of atlantic salmon (Salmo salar L.)","Langhorne, Peter, Simpson, Thomas H. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976404,05/17/2024 20:37:18,The interrelation between temperature regimes and fish size in juvenile Atlantic cod (Gadus morhua): effects on growth and feed conversion efficiency,"Imsland, A. K., Foss, A., Folkvord, A.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976403,05/30/2024 12:07:43,Intermolecular Interactions between Cysteine and Aromatic Amino Acids with a Phenyl Moiety in the DNA-Binding Domain of Heat Shock Factor 1 Regulate Thermal Stress-Induced Trimerization,"Lee, Chang-Ju, Choi, Bo-Hee, Kim, So-Sun  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976402,05/20/2024 17:05:08,Interactive roles of temperature and food availability in predicting habitat suitability for marine invertebrates,"Czaja Jr, R., Beal, B., Pepperman, K.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976401,05/17/2024 22:04:15,"Interactive effects of osmotic and thermal stress on stress-responsive gene expression in the American lobster, 
<i>Homarus americanus.</i>","Spees, J. L., Chang, S. A., Snyder, M. J.  et al.",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976400,05/30/2024 11:59:13,Integrating the markers Pan I and haemoglobin with the genetic linkage map of Atlantic cod (Gadus morhua),"Borza, Tudor, Higgins, Brent, Simpson, Gary  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976399,05/30/2024 11:54:03,Integrating process-based flow and temperature models to assess riparian forests and temperature amelioration in salmon streams,"Fabris, Luca, Malcolm, Iain A., Buddendorf, Willem Bastiaan  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976398,05/29/2024 17:15:31,"An integrated linkage map reveals candidate genes underlying adaptive variation in Chinook salmon ( 
<i>Oncorhynchus tshawytscha</i>)","McKinney, G. J., Seeb, L. W., Larson, W. A.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976397,05/20/2024 17:03:26,Influences of thermal environment on fish growth,"Boltaña, Sebastián, Sanhueza, Nataly, Aguilar, Andrea  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976396,05/29/2024 13:58:09,"Influences of low temperature stress on antioxidant status and expression of stress-related genes of American shad, Alosa sapidissima","Zhang, Dekang ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976395,05/21/2024 10:57:14,(The influence of the proteolytic enzyme Maxatase-P) on the embryonic development of the herring (Clupea harengus) in various salinity temperature conditions),"Rosenthal, H., Mann, H. ",Include the reference?,2,"Gamble, Robert","""No, exclude the reference"""
13976394,05/20/2024 14:55:14,"The influence of temperature stress on the physiology of the Atlantic surfclam, 
<i>Spisula solidissima</i>","Hornstein, J., Espinosa, E. P., Cerrato, R. M.  et al.",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976393,05/20/2024 17:04:06,Influence of Temperature Stress on Lipid Stability of Atlantic Herring (Clupea harengus) Muscle During Frozen Storage,"Dang, Huong Thi Thu, Gudjónsdóttir, María, Karlsdóttir, Magnea G.  et al.",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
13976392,05/28/2024 17:16:30,The influence of temperature on total amylase activity of the intestinal mucosa of some fishes of the Pechora River Basin,"Ponomarev, V. I. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976391,05/29/2024 12:15:09,"Influence of temperature on the immune response of juvenile summer flounder, Paralichthysdentatus, and its role in the elimination of Trypanoplasmabullocki infections","Sypek, Joseph P., Burreson, Eugene M. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976390,05/17/2024 20:30:47,Influence of temperature on the behaviour and physiology of Atlantic salmon (Salmo Salar) on a commercial farm,"Korus, Jennie, Filgueira, Ramón, Grant, Jon ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976389,05/20/2024 19:47:27,"Influence of temperature on morphology and physiology of salmonid embryos, larvae and alevins","Ryzhkov, L. P. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976388,05/24/2024 12:18:56,"Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L","Fuiman, L. A. ",Include the reference?,2,"Gamble, Robert","""Yes, include the reference"""
13976387,05/20/2024 17:06:12,"Influence of temperature on energy utilization of embryonic and prolarval tautog, Tautoga onitis","Laurence, G. C. ",Include the reference?,2,"Caracappa, Joseph","""Yes, include the reference"""
13976386,05/23/2024 13:55:13,"Influence of temperature change on spontaneous locomotor activity and oxygen consumption of Atlantic Salmon, Salmo salar, acclimated to two temperatures","Peterson, R. H., Anderson, J. M. ",Include the reference?,2,"Caracappa, Joseph","""No, exclude the reference"""
